全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
172014,石川県,イシカワケン,Ishikawa,,,,金沢市,カナザワシ,Kanazawa-shi,,,,1947-04-17,,
172022,石川県,イシカワケン,Ishikawa,,,,七尾市,ナナオシ,Nanao-shi,,,,1947-04-17,,
172031,石川県,イシカワケン,Ishikawa,,,,小松市,コマツシ,Komatsu-shi,,,,1947-04-17,,
172049,石川県,イシカワケン,Ishikawa,,,,輪島市,ワジマシ,Wajima-shi,,,,1947-04-17,,
172057,石川県,イシカワケン,Ishikawa,,,,珠洲市,スズシ,Suzu-shi,,,,1947-04-17,,
172065,石川県,イシカワケン,Ishikawa,,,,加賀市,カガシ,Kaga-shi,,,,1947-04-17,,
172073,石川県,イシカワケン,Ishikawa,,,,羽咋市,ハクイシ,Hakui-shi,,,,1947-04-17,,
172090,石川県,イシカワケン,Ishikawa,,,,かほく市,カホクシ,Kahoku-shi,,,,1947-04-17,,
172103,石川県,イシカワケン,Ishikawa,,,,白山市,ハクサンシ,Hakusan-shi,,,,1947-04-17,,
172111,石川県,イシカワケン,Ishikawa,,,,能美市,ノミシ,Nomi-shi,,,,1947-04-17,,
172120,石川県,イシカワケン,Ishikawa,,,,野々市市,ノノイチシ,Nonoichi-shi,,,,1947-04-17,,
173240,石川県,イシカワケン,Ishikawa,能美郡,ノミグン,Nomi-gun,川北町,カワキタマチ,Kawakita-machi,,,,1947-04-17,,
173614,石川県,イシカワケン,Ishikawa,河北郡,カホクグン,Kahoku-gun,津幡町,ツバタマチ,Tsubata-machi,,,,1947-04-17,,
173657,石川県,イシカワケン,Ishikawa,河北郡,カホクグン,Kahoku-gun,内灘町,ウチナダマチ,Uchinada-machi,,,,1947-04-17,,
173843,石川県,イシカワケン,Ishikawa,羽咋郡,ハクイグン,Hakui-gun,志賀町,シカマチ,Shika-machi,,,,1947-04-17,,
173860,石川県,イシカワケン,Ishikawa,羽咋郡,ハクイグン,Hakui-gun,宝達志水町,ホウダツシミズチョウ,Hodatsushimizu-cho,,,,1947-04-17,,
174076,石川県,イシカワケン,Ishikawa,鹿島郡,カシマグン,Kashima-gun,中能登町,ナカノトマチ,Nakanoto-machi,,,,1947-04-17,,
174611,石川県,イシカワケン,Ishikawa,鳳珠郡,ホウスグン,Hosu-gun,穴水町,アナミズマチ,Anamizu-machi,,,,1947-04-17,,
174637,石川県,イシカワケン,Ishikawa,鳳珠郡,ホウスグン,Hosu-gun,能登町,ノトチョウ,Noto-cho,,,,1947-04-17,,
